prepare intput
152086
build model
training
-- line number 307372
allocated: 418M, max allocated: 418M, cached: 472M, max cached: 472M
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23742
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23743
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23744
allocated: 1675M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23745
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23746
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23747
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23748
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23749
allocated: 1680M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23750
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23751
allocated: 1680M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23752
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23753
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23754
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23755
allocated: 1681M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23756
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23757
allocated: 1681M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23758
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23759
allocated: 1680M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23760
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23761
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23762
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23763
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23764
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23765
allocated: 1681M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23766
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23767
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23768
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23769
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23770
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23771
allocated: 1680M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23772
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23773
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23774
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23775
allocated: 1676M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23776
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23777
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23778
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23779
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23780
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23781
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23782
allocated: 1680M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23783
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23784
allocated: 1682M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23785
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23786
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23787
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23788
allocated: 1683M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23789
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23790
allocated: 1681M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23791
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23792
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23793
allocated: 1680M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23794
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23795
allocated: 1680M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23796
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23797
allocated: 1676M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23798
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23799
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23800
allocated: 1681M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23801
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23802
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23803
allocated: 1676M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23804
allocated: 1676M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23805
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23806
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23807
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23808
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23809
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23810
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23811
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23812
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23813
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23814
allocated: 1676M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23815
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23816
allocated: 1680M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23817
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23818
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23819
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23820
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23821
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23822
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23823
allocated: 1680M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23824
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23825
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23826
allocated: 1680M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23827
allocated: 1682M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23828
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23829
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23830
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23831
allocated: 1676M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23832
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23833
allocated: 1680M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23834
allocated: 1676M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23835
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23836
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23837
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23838
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23839
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23840
allocated: 1676M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23841
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23842
allocated: 1675M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23843
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23844
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23845
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23846
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23847
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23848
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23849
allocated: 1680M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23850
allocated: 1676M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23851
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23852
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23853
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23854
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23855
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23856
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23857
allocated: 1680M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23858
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23859
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23860
allocated: 1676M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23861
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23862
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23863
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23864
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23865
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23866
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23867
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23868
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23869
allocated: 1680M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23870
allocated: 1675M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23871
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23872
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23873
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23874
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23875
allocated: 1681M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23876
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23877
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23878
allocated: 1676M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23879
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23880
allocated: 1676M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23881
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23882
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23883
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23884
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23885
allocated: 1676M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23886
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23887
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23888
allocated: 1676M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23889
allocated: 1676M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23890
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23891
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23892
allocated: 1680M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23893
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23894
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23895
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23896
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23897
allocated: 1682M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23898
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23899
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23900
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23901
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23902
allocated: 1676M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23903
allocated: 1680M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23904
allocated: 1676M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23905
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
